,ticker, liabilities, equity, netincome, freecashflow, beta, ROE, debttoequity, assets, sector
433,TROW,NA,NA,1498,NA,1.3468,NA,NA,NA,"Financial"
434,TTWO,NA,NA,NA,-21,0.9212,NA,NA,NA,"Technology"
435,TPR,NA,NA,NA,1173,0.9821,NA,NA,NA,"Consumer Goods"
436,TGT,NA,NA,NA,3067,0.9769,NA,NA,NA,"Services"
437,TEL,9652,9751,1683,1431,1.1321,0.172597682288996,0.9898471951594708,5926,"Technology"
438,FTI,9985,4960,49,NA,1.143,0.009879032258064515,2.0131048387096775,7296,{"error":"No meaningful data","message":"An error occured. Please contact success@intrinio.com with the details."}
439,TFX,3751,2431,153,163,1.0495,0.06293706293706294,1.5429864253393666,1129,"Healthcare"
440,TXN,7305,10337,3682,2972,1.1161,0.35619618844925993,0.7066847247750798,8734,"Technology"
441,TXT,9693,5647,307,366,1.1648,0.054365149636975384,1.7164866300690633,7210,"Industrial Goods"
442,TMO,31256,25413,2225,1728,1.096,0.08755361429189784,1.2299216936213748,9421,"Healthcare"
443,TIF,2235,3233,370,-67,0.7688,0.11444478812248686,0.6913083823074544,3983,"Services"
444,TWTR,2365,5047,-108,-74,1.0449,-0.021398850802456904,0.46859520507232016,5322,"Technology"
445,TJX,NA,4511,NA,2067,0.8802,NA,NA,7751,"Services"
446,TMK,17244,6231,1454,NA,1.0102,0.23334938212164982,2.7674530572941745,NA,"Financial"
447,TSS,4091,2241,586,315,0.9824,0.2614904060687193,1.825524319500223,NA,"Financial"
448,TSCO,1450,1419,423,115,1.1372,0.29809725158562367,1.02184637068358,1655,"Services"
449,TDG,NA,NA,NA,NA,1.0871,NA,NA,NA,"Industrial Goods"
450,TRV,79752,23731,NA,NA,0.8422,NA,3.360667481353504,NA,"Financial"
451,TRIP,NA,NA,NA,294,1.307,NA,NA,NA,"Technology"
452,FOXA,35002,15722,2952,2380,0.7339,0.18776237119959294,2.2263070856125173,16286,"Services"
453,FOX,35002,15722,2952,2380,0.76,0.18776237119959294,2.2263070856125173,16286,"Services"
454,TSN,NA,NA,NA,NA,0.581,NA,NA,NA,"Consumer Goods"
455,UDR,4907,2826,122,-102,0.5386,0.043170559094125975,1.7363765038924275,NA,"Financial"
456,ULTA,1002,1550,410,50,0.8955,0.2645161290322581,0.6464516129032258,1536,"Services"
457,USB,413000,49040,6218,NA,1.039,0.12679445350734095,8.421696574225122,NA,"Financial"
458,UAA,NA,NA,NA,NA,1.6073,NA,NA,NA,"Consumer Goods"
459,UA,1988,2019,-48,32,1.8028,-0.0237741456166419,0.9846458642892522,2338,"Consumer Goods"
460,UNP,NA,NA,NA,NA,1.0377,NA,NA,NA,"Services"
461,UAL,33520,8806,2131,-720,1.0515,0.2419940949352714,3.8064955712014537,7113,"Services"
462,UNH,91282,47776,10558,NA,1.0635,0.2209896182183523,1.9106245813797722,NA,"Healthcare"
463,UPS,NA,1000,4910,NA,1.1068,4.91,NA,15548,"Services"
464,URI,11924,3106,1346,-133,1.6768,0.433354797166774,3.839021249195106,1772,"Services"
465,UTX,NA,29610,4552,5095,0.9565,0.15373184734886863,NA,32858,"Industrial Goods"
466,UHS,NA,4990,752,526,0.7178,0.15070140280561123,NA,1798,"Healthcare"
467,UNM,54438,9575,994,NA,1.3408,0.10381201044386423,5.685430809399477,NA,"Financial"
468,VFC,6239,3720,NA,1181,0.8066,NA,1.6771505376344087,4392,"Consumer Goods"
469,VLO,28167,21991,4065,3443,0.9889,0.18484834705106634,1.2808421627029238,19312,"Basic Materials"
470,VAR,1684,1495,250,379,1.0475,0.16722408026755853,1.1264214046822743,2190,"Healthcare"
471,VTR,13088,10866,1356,-324,0.3837,0.1247929320817228,1.2044910730719676,NA,"Financial"
472,VRSN,4201,-1260,457,514,0.9933,-0.3626984126984127,-3.3341269841269843,2446,"Technology"
473,VRSK,4095,1925,555,361,0.877,0.2883116883116883,2.1272727272727274,598,"Services"
474,VZ,214047,43096,30101,21634,0.5861,0.6984638945609801,4.96674865416744,29913,"Technology"
475,VRTX,1517,2029,NA,-103,1.4035,NA,0.747658945293248,2649,"Healthcare"
476,VIAB,NA,NA,1874,NA,1.2328,NA,NA,NA,"Services"
477,V,NA,NA,NA,2551,1.0181,NA,NA,NA,"Financial"
478,VNO,NA,NA,NA,571,0.8473,NA,NA,NA,"Financial"
479,VMC,4536,4969,601,NA,0.9345,0.12094988931374522,0.9128597303280338,1180,"Industrial Goods"
480,WMT,121027,77798,13643,NA,0.6129,0.1753644052546338,1.5556569577624104,57689,"Services"
481,WBA,38543,27466,4078,NA,0.9436,0.14847447753586251,1.4032986237530036,19753,"Services"
482,DIS,NA,41315,8980,6656,0.8832,0.21735447174149825,NA,15889,"Services"
483,WM,15810,6019,1949,1184,0.6949,0.32380794151852466,2.6266821731184584,2624,"Industrial Goods"
484,WAT,3091,2234,20,366,1.1031,0.008952551477170993,1.383616830796777,4270,"Healthcare"
485,WEC,22129,9461,1204,544,0.2223,0.12725927491808478,2.338970510516859,2214,"Utilities"
486,WCG,5948,2417,374,NA,0.8041,0.15473727761688044,2.460901944559371,NA,"Healthcare"
487,WFC,1744821,206936,NA,NA,1.1729,NA,8.431693857037924,NA,"Financial"
488,WELL,13521,14423,523,598,0.4268,0.03626152672814255,0.9374609997919989,NA,"Financial"
489,WDC,NA,NA,397,NA,1.377,NA,NA,NA,"Technology"
490,WU,9723,-491,-557,847,0.9479,1.1344195519348268,-19.80244399185336,5027,"Financial"
491,WRK,14746,10342,708,592,1.4726,0.06845871204795978,1.4258363952813768,4491,"Consumer Goods"
492,WY,9160,8899,582,711,1.2316,0.0654006068097539,1.029329138105405,1715,"Industrial Goods"
493,WHR,NA,NA,NA,NA,1.1984,NA,NA,NA,"Consumer Goods"
494,WMB,36696,9656,2174,-1355,1.2207,0.2251449875724938,3.8003314001657,2179,"Basic Materials"
495,WLTW,22332,10126,568,442,1.0229,0.05609322536045823,2.2054118111791428,15861,"Financial"
496,WYNN,NA,NA,NA,NA,1.1924,NA,NA,NA,"Services"
497,XEL,31575,11455,1148,-811,0.2229,0.10021824530772588,2.7564382365779134,2973,"Utilities"
498,XRX,NA,NA,195,NA,1.5693,NA,NA,NA,"Technology"
499,XLNX,2233,2508,623,626,0.9209,0.24840510366826157,0.8903508771929824,3880,"Technology"
500,XYL,NA,NA,NA,NA,1.1303,NA,NA,NA,"Industrial Goods"
501,YUM,NA,NA,NA,NA,0.7936,NA,NA,NA,"Services"
502,ZBH,NA,NA,1814,670,1.0755,NA,NA,NA,"Healthcare"
503,ZION,58609,7679,592,NA,1.3159,0.07709337153275166,7.6323740070321655,NA,"Financial"
504,ZTS,6816,1770,864,497,0.9712,0.488135593220339,3.8508474576271188,4217,"Healthcare"
